node_id,x_m,y_m,z_m,local_length_m,local_width_m
32292,5081.4386907023,5012.9514345420,530.0000000000,20.0000000000,80.0000000000
32293,5083.1818055572,5032.8753285039,530.0000000000,40.0000000000,80.0000000000
32294,5084.9249204122,5052.7992224657,530.0000000000,60.0000000000,80.0000000000
32295,5086.6680352672,5072.7231164275,530.0000000000,80.0000000000,80.0000000001
32296,5088.4111501221,5092.6470103894,530.0000000000,100.0000000000,80.0000000000
32297,5090.1542649771,5112.5709043512,530.0000000000,120.0000000000,80.0000000000
32298,5091.8973798320,5132.4947983130,530.0000000000,140.0000000000,80.0000000000
32299,5093.6404946870,5152.4186922749,530.0000000000,160.0000000000,80.0000000000
32300,5095.3836095419,5172.3425862367,530.0000000000,180.0000000000,80.0000000000
32301,5097.1267243969,5192.2664801985,530.0000000000,200.0000000000,80.0000000000
32302,5098.8698392518,5212.1903741604,530.0000000000,220.0000000000,80.0000000000
32303,5100.6129541068,5232.1142681222,530.0000000000,240.0000000000,80.0000000000
32304,5102.3560689617,5252.0381620840,530.0000000000,260.0000000000,80.0000000000
32305,5104.0991838167,5271.9620560459,530.0000000000,280.0000000000,80.0000000000
32334,5075.2158618398,4712.3499102595,530.0000000000,-280.0000000000,100.0000000000
32335,5076.9589766948,4732.2738042214,530.0000000000,-260.0000000000,100.0000000000
32336,5078.7020915497,4752.1976981832,530.0000000000,-240.0000000000,100.0000000000
32337,5080.4452064047,4772.1215921451,530.0000000000,-219.9999999999,100.0000000000
32338,5082.1883212596,4792.0454861069,530.0000000000,-200.0000000000,100.0000000000
32339,5083.9314361146,4811.9693800687,530.0000000000,-180.0000000000,100.0000000000
32340,5085.6745509695,4831.8932740306,530.0000000000,-160.0000000000,99.9999999999
32341,5087.4176658245,4851.8171679924,530.0000000000,-140.0000000000,100.0000000000
32342,5089.1607806795,4871.7410619542,530.0000000000,-120.0000000000,100.0000000000
32343,5090.9038955344,4891.6649559161,530.0000000000,-100.0000000000,100.0000000000
32344,5092.6470103894,4911.5888498779,530.0000000000,-80.0000000000,100.0000000000
32345,5094.3901252443,4931.5127438397,530.0000000000,-60.0000000000,100.0000000000
32346,5096.1332400993,4951.4366378016,530.0000000000,-40.0000000000,100.0000000000
32347,5097.8763549542,4971.3605317634,530.0000000000,-20.0000000000,100.0000000000
32348,5099.6194698092,4991.2844257252,530.0000000000,-0.0000000000,100.0000000000
32349,5101.3625846641,5011.2083196871,530.0000000000,20.0000000000,100.0000000000
32350,5103.1056995191,5031.1322136489,530.0000000000,40.0000000000,100.0000000000
32351,5104.8488143740,5051.0561076107,530.0000000000,60.0000000000,100.0000000000
32352,5106.5919292290,5070.9800015726,530.0000000000,80.0000000000,100.0000000000
32353,5108.3350440839,5090.9038955344,530.0000000000,100.0000000000,100.0000000000
32354,5110.0781589389,5110.8277894962,530.0000000000,120.0000000000,100.0000000000
32355,5111.8212737938,5130.7516834581,530.0000000000,140.0000000000,100.0000000000
32356,5113.5643886488,5150.6755774199,530.0000000000,160.0000000000,100.0000000000
32357,5115.3075035038,5170.5994713817,530.0000000000,180.0000000000,100.0000000001
32358,5117.0506183587,5190.5233653436,530.0000000000,200.0000000000,100.0000000000
32359,5118.7937332137,5210.4472593054,530.0000000000,220.0000000000,100.0000000000
32360,5120.5368480686,5230.3711532673,530.0000000000,240.0000000000,100.0000000000
32361,5122.2799629236,5250.2950472291,530.0000000000,260.0000000000,100.0000000000
32362,5124.0230777785,5270.2189411909,530.0000000000,280.0000000000,100.0000000000
32391,5095.1397558017,4710.6067954046,530.0000000000,-280.0000000000,120.0000000000
32392,5096.8828706566,4730.5306893664,530.0000000000,-260.0000000000,120.0000000000
32393,5098.6259855116,4750.4545833283,530.0000000000,-240.0000000000,120.0000000000
32394,5100.3691003665,4770.3784772901,530.0000000000,-220.0000000000,120.0000000000
32395,5102.1122152215,4790.3023712519,530.0000000000,-200.0000000000,120.0000000000
32396,5103.8553300764,4810.2262652138,530.0000000000,-180.0000000000,120.0000000000
32397,5105.5984449314,4830.1501591756,530.0000000000,-160.0000000000,120.0000000000
32398,5107.3415597863,4850.0740531374,530.0000000000,-140.0000000000,120.0000000000
32399,5109.0846746413,4869.9979470993,530.0000000000,-120.0000000000,120.0000000000
32400,5110.8277894962,4889.9218410611,530.0000000000,-100.0000000000,120.0000000000
32401,5112.5709043512,4909.8457350229,530.0000000000,-80.0000000000,120.0000000000
32402,5114.3140192062,4929.7696289848,530.0000000000,-60.0000000000,120.0000000000
32403,5116.0571340611,4949.6935229466,530.0000000000,-40.0000000000,120.0000000000
32404,5117.8002489161,4969.6174169084,530.0000000000,-20.0000000000,120.0000000000
32405,5119.5433637710,4989.5413108703,530.0000000000,0.0000000000,120.0000000000
32406,5121.2864786260,5009.4652048321,530.0000000000,20.0000000000,120.0000000000
32407,5123.0295934809,5029.3890987940,530.0000000000,40.0000000000,120.0000000000
32408,5124.7727083359,5049.3129927558,530.0000000000,60.0000000000,120.0000000000
32409,5126.5158231908,5069.2368867176,530.0000000000,80.0000000000,120.0000000000
32410,5128.2589380458,5089.1607806795,530.0000000000,100.0000000000,120.0000000000
32411,5130.0020529007,5109.0846746413,530.0000000000,120.0000000000,120.0000000000
32412,5131.7451677557,5129.0085686031,530.0000000000,140.0000000000,120.0000000000
32413,5133.4882826106,5148.9324625650,530.0000000000,160.0000000000,120.0000000000
32414,5135.2313974656,5168.8563565268,530.0000000000,180.0000000000,120.0000000000
32415,5136.9745123205,5188.7802504886,530.0000000000,200.0000000000,120.0000000000
32416,5138.7176271755,5208.7041444505,530.0000000000,220.0000000000,120.0000000000
32417,5140.4607420304,5228.6280384123,530.0000000000,240.0000000000,120.0000000000
32418,5142.2038568854,5248.5519323741,530.0000000000,260.0000000000,120.0000000000
32419,5143.9469717404,5268.4758263360,530.0000000000,280.0000000000,120.0000000000
32448,5115.0636497635,4708.8636805496,530.0000000000,-280.0000000000,140.0000000000
32449,5116.8067646185,4728.7875745115,530.0000000000,-260.0000000000,140.0000000000
32450,5118.5498794734,4748.7114684733,530.0000000000,-240.0000000000,140.0000000000
32451,5120.2929943284,4768.6353624351,530.0000000000,-220.0000000000,140.0000000000
32452,5122.0361091833,4788.5592563970,530.0000000000,-200.0000000000,140.0000000000
32453,5123.7792240383,4808.4831503588,530.0000000000,-180.0000000000,140.0000000000
32454,5125.5223388932,4828.4070443206,530.0000000000,-160.0000000000,140.0000000000
32455,5127.2654537482,4848.3309382825,530.0000000000,-140.0000000000,140.0000000000
32456,5129.0085686031,4868.2548322443,530.0000000000,-120.0000000000,140.0000000000
32457,5130.7516834581,4888.1787262062,530.0000000000,-100.0000000000,140.0000000000
32458,5132.4947983130,4908.1026201680,530.0000000000,-80.0000000000,140.0000000000
32459,5134.2379131680,4928.0265141298,530.0000000000,-60.0000000000,140.0000000000
32460,5135.9810280229,4947.9504080917,530.0000000000,-40.0000000000,140.0000000000
32461,5137.7241428779,4967.8743020535,530.0000000000,-20.0000000000,140.0000000000
32462,5139.4672577328,4987.7981960153,530.0000000000,-0.0000000000,140.0000000000
32463,5141.2103725878,5007.7220899772,530.0000000000,20.0000000000,140.0000000000
32464,5142.9534874428,5027.6459839390,530.0000000000,40.0000000000,140.0000000000
32465,5144.6966022977,5047.5698779008,530.0000000000,60.0000000000,140.0000000000
32466,5146.4397171527,5067.4937718627,530.0000000000,80.0000000000,140.0000000000
32467,5148.1828320076,5087.4176658245,530.0000000000,100.0000000000,140.0000000000
32468,5149.9259468626,5107.3415597863,530.0000000000,120.0000000000,140.0000000000
32469,5151.6690617175,5127.2654537482,530.0000000000,140.0000000000,140.0000000000
32470,5153.4121765725,5147.1893477100,530.0000000000,160.0000000000,140.0000000000
32471,5155.1552914274,5167.1132416718,530.0000000000,180.0000000000,140.0000000000
32472,5156.8984062824,5187.0371356337,530.0000000000,200.0000000000,140.0000000000
32473,5158.6415211373,5206.9610295955,530.0000000000,220.0000000000,140.0000000000
32474,5160.3846359923,5226.8849235573,530.0000000000,240.0000000000,140.0000000000
32475,5162.1277508472,5246.8088175192,530.0000000000,260.0000000000,140.0000000000
32476,5163.8708657022,5266.7327114810,530.0000000000,280.0000000000,140.0000000000
